Year,area,Live_anim,item,feedtype,ft,Intake_DM,Intake,Supply,Loss,Loss_share
1997,Peru,Rabbits and hares,Other crop residues,residues,residues,2.02435256789169,2.25011400654875,3.30656760725422,1.05645360070546,0.319501587805957
1964,Spain,"Cattle, non-dairy",Sweet potatoes,crops,crops,98.554647085113,381.994756143849,424.43861793761,42.443861793761,0.1
2018,France,Geese,"Butter, Ghee",animals,animals,0.59454945472717,0.723799336189599,0.80422148465511,0.080422148465511,0.1
1966,"China, Taiwan",Pigs,Millet and products,crops,crops,1366.2853217443,1551.71530010709,1724.1281112301,172.41281112301,0.1
1966,Nigeria,"Chickens, layers",Maize and products,crops,crops,19119.3724417725,22180.2464521722,25281.4832939943,3101.23684182204,0.122668310468902
2014,Mali,Horses,Rice and products,crops,crops,101.371420900374,117.328033449506,134.275127630792,16.9470941812857,0.126211715306531
2013,Algeria,Turkeys,Millet and products,crops,crops,0.250414190315889,0.284399989001578,0.315999987779531,0.0315999987779531,0.0999999999999999
1973,Brazil,"Chickens, layers",Milk - Excluding Butter,animals,animals,4880.6855893012,41014.1646159765,45571.2940177517,4557.12940177517,0.1
2021,Romania,Pigs,"Sweeteners, Other",crops,crops,17013.5990515707,17099.0945241917,18998.9939157685,1899.89939157685,0.0999999999999999
1961,"China, Hong Kong SAR","Cattle, dairy","Oilcrops, Other",crops,crops,1.86757283626926e-17,2.03015436499965e-17,2.25572707222183e-17,2.25572707222183e-18,0.0999999999999998
1986,Turkey,Camels,Rye and products,crops,crops,2.77142158898832,3.16372327510083,3.51524808344536,0.351524808344537,0.1
2002,Mali,Pigs,Pelagic Fish,animals,animals,0.764676108359135,3.05870443343654,3.39856048159615,0.339856048159615,0.1
1969,Colombia,Buffalo,Palmkernel Cake,crops,crops,1.99611928414475e-17,2.18393794764196e-17,2.42659771960218e-17,2.42659771960218e-18,0.1
1990,Yugoslav SFR,Pigs,Rape and Mustard Cake,crops,crops,3170.30521612711,3554.15382973891,3949.05981082101,394.905981082101,0.1
1973,Republic of Korea,"Cattle, non-dairy",DDGS,crops,crops,1.05875526575519e-11,1.16860404608741e-11,1.2984489400971199e-11,1.29844894009712e-12,0.1
1961,Zimbabwe,Goats,Barley and products,crops,crops,0.00126683597325952,0.0014314530771294,0.00159050341903267,1.5905034190326e-4,0.1
1973,Italy,Buffalo,Rape and Mustard Cake,crops,crops,435.779585769763,488.542136513187,542.824596125763,54.2824596125763,0.1
1993,Latvia,Pigs,"Cereals, Other",crops,crops,9899.70959463299,11345.2884285738,12605.8760317486,1260.58760317486,0.1
2001,Denmark,Goats,Potatoes and products,crops,crops,9.58327945572066e-16,4.221709011330691e-15,4.69078779036743e-15,4.69078779036744e-16,0.1
2001,French Guiana,"Cattle, non-dairy",Sugar (Raw Equivalent),crops,crops,3.37183777469494e-18,3.38878168311049e-18,3.76531298123388e-18,3.76531298123388e-19,0.0999999999999999
1996,Australia,"Chickens, layers","Roots, Other",crops,crops,1.25184782513181,4.16819475626573,4.69767481856429,0.529480062298566,0.112711092774273
2018,United Kingdom,Ducks,"Oilseed Cakes, Other",crops,crops,1161.85438372381,1292.50510843476,1436.11678714973,143.611678714973,0.1
1991,Canada,Goats,Grassland,grass,grass,11743.0478351542,58715.239175771,58715.239175771,0,0
2010,Japan,Sheep,Copra Cake,crops,crops,0.150293462103716,0.165339342248312,0.183710380275902,0.0183710380275902,0.0999999999999998
1980,Niger,"Cattle, non-dairy",Grassland,grass,grass,6221060.8850228,31105304.425114,31105304.425114,0,0
2020,Ethiopia,"Cattle, dairy","Cereals, Other",crops,crops,19348.8155985477,22174.1750723495,24637.9723026106,2463.79723026105,0.0999999999999999
1978,Morocco,Pigs,Molasses,crops,crops,110.223921156958,146.476971637153,162.752190707948,16.2752190707948,0.1
1996,Suriname,"Chickens, layers",Rice and products,crops,crops,3665.4915379824,4242.46705785,5131.76573702262,889.298679172614,0.17329292191903
1991,Kenya,Rabbits and hares,Straw,residues,residues_grazers,0.400400339422925,0.457339051311165,0.660042374008547,0.202703322697382,0.307106529337398
2002,Uzbekistan,Sheep,Sorghum and products,crops,crops,452.187642316081,522.760280134198,580.844755704664,58.0844755704662,0.0999999999999997
1963,Yugoslav SFR,Sheep,Groundnut Cake,crops,crops,16.9828992932869,18.6216001022883,20.6906667803203,2.06906667803203,0.0999999999999998
2011,Iran,Camels,Molasses,crops,crops,387.80093072918,515.350074058711,572.611193398567,57.2611193398567,0.1
2001,Russian Federation,"Chickens, layers",DDGS,crops,crops,61834.7300868245,68250.2539589674,75833.6155099638,7583.36155099639,0.1
2019,Lithuania,Ducks,"Vegetables, Other",crops,crops,10.4904002337803,88.1546238132795,97.949582014755,9.79495820147551,0.1
1961,Albania,Horses,Fodder legumes,residues,residues_grazers,5221.10909916332,25477.5577455723,28308.3974950803,2830.83974950803,0.0999999999999999
2001,Bosnia and Herzegovina,"Chickens, broilers",Rape and Mustard Cake,crops,crops,47.987108391125,53.7972067165078,63.9980466873651,10.2008399708573,0.159392989299957
2006,Belarus,Sheep,Molasses,crops,crops,11.3482143268539,15.0806834908357,16.7563149898174,1.67563149898174,0.0999999999999998
1974,Chile,Horses,"Fish, Body Oil",animals,animals,1174.15091625513,1198.11317985218,1331.23686650242,133.123686650242,0.1
2006,Greece,Geese,"Pulses, Other and products",crops,crops,1.27635851726127,1.35207470048864,1.50230522276515,0.150230522276515,0.1
1974,Latin America Other,Sheep,Sugar cane,crops,crops,28.367565021781,96.1612373619695,106.845819291077,10.6845819291077,0.0999999999999998
2011,Vanuatu,"Chickens, broilers",Rice and products,crops,crops,19.2879879473995,22.324060124305,24.8045112492278,2.48045112492278,0.0999999999999998
2021,Mozambique,"Chickens, broilers",Sorghum and products,crops,crops,900.297940000972,1040.80686705315,1156.4520745035,115.645207450349,0.0999999999999997
2016,Slovenia,Turkeys,Soyabeans,crops,crops,19.0766337611686,22.1821322804286,24.6468136449207,2.46468136449206,0.0999999999999998
1971,Sudan,"Cattle, dairy",Grassland,grass,grass,1746604.62497502,8733023.12487509,8733023.12487509,0,0
2011,Namibia,Ducks,"Oilcrops, Other",crops,crops,4.50119540827523,4.89304691541831,5.43671879490923,0.543671879490923,0.0999999999999998
2011,Tunisia,Sheep,"Pulses, Other and products",crops,crops,2064.38329760632,2186.84671356602,2460.86483267235,274.018119106326,0.111350333211418
1999,Republic of Moldova,Horses,Rye and products,crops,crops,119.379346112799,136.277792366209,164.285712496512,28.0079201303032,0.170482993954193
1994,Lithuania,"Chickens, broilers",Sunflowerseed Cake,crops,crops,318.702624603952,350.222664399947,389.136293777719,38.9136293777719,0.1
1973,Zimbabwe,"Cattle, non-dairy",Milk - Excluding Butter,animals,animals,2121.19629590316,17825.1789571694,19805.7543968549,1980.57543968549,0.1
1974,"China, mainland","Cattle, dairy",Cassava and products,crops,crops,578.239688769832,1389.99925185056,1544.44361316728,154.444361316728,0.0999999999999998
1996,Italy,"Cattle, dairy",Sweet potatoes,crops,crops,44.794099080753,173.620539072686,192.911710080762,19.2911710080762,0.1
1996,Mexico,Ducks,Millet and products,crops,crops,2.31003105962775,2.62354464466525,2.91504960518361,0.291504960518361,0.1
1994,Italy,"Chickens, broilers","Pulses, Other and products",crops,crops,28755.2533766732,30461.0734922385,33845.6372135984,3384.56372135984,0.1
1998,New Zealand,Ducks,Maize and products,crops,crops,1393.79768242635,1616.93466638788,1796.59407376431,179.65940737643,0.0999999999999999
2004,Norway,"Cattle, non-dairy","Fish, Liver Oil",animals,animals,80.4657917223807,82.1079507371232,112.835385462411,30.7274347252882,0.272320908900731
1985,Brunei Darussalam,Ducks,Sugar beet,crops,crops,0.00198200379872002,0.00792801519488008,0.00880890577208898,8.8089057720889e-4,0.1
1993,Argentina,Ducks,"Oilseed Cakes, Other",crops,crops,38.467255875266,42.7929053956793,47.5476726618659,4.75476726618659,0.1
1995,Norway,Goats,Groundnut Cake,crops,crops,18.7230413257339,20.5296505764627,22.8107228627363,2.28107228627363,0.1
1963,Algeria,"Cattle, dairy",Sorghum and products,crops,crops,1.00097514928955e-14,1.15719670438098e-14,1.28577411597886e-14,1.28577411597886e-15,0.1
1980,USSR,Horses,"Pulses, Other and products",crops,crops,11171.0551145637,11833.7448247497,13148.605360833,1314.8605360833,0.1
1966,Zimbabwe,Sheep,Sunflowerseed Cake,crops,crops,0.037238587458369,0.0409215246795263,0.0454683607550293,0.00454683607550293,0.1
1967,Finland,Sheep,"Fish, Body Oil",animals,animals,1.69651409196104,1.73113682853168,1.92348536503519,0.19234853650352,0.1
2016,Mali,"Cattle, non-dairy",Rice and products,crops,crops,396.057314718288,458.399669812833,587.681535952429,129.281866139596,0.219986265061186
2008,Brazil,Horses,"Butter, Ghee",animals,animals,0.0216692302462122,0.0263799324736496,0.0293110360818329,0.00293110360818329,0.0999999999999998
2016,Jordan,Buffalo,"Pulses, Other and products",crops,crops,1.71030996944175,1.81176903542558,2.05832385300555,0.246554817579968,0.11978426874855
1961,Qatar,"Cattle, non-dairy",Grassland,grass,grass,10061.8284940311,50309.1424701555,50309.1424701555,0,0
1970,Japan,"Cattle, dairy",Potatoes and products,crops,crops,150.113184988226,661.291563824785,734.768404249761,73.4768404249762,0.1
1995,Venezuela,Goats,Straw,residues,residues_grazers,5049.85901973695,5767.97146743227,7719.85831500724,1951.88684757498,0.25283972424475
1968,"China, mainland",Buffalo,Cassava and products,crops,crops,9718.04398233733,23360.6826498493,25956.3140553882,2595.63140553881,0.1
1963,Philippines,Geese,Sugar cane,crops,crops,42.1332602248087,142.824610931555,158.694012146172,15.8694012146172,0.0999999999999999
1989,Australia,"Chickens, layers",Soyabeans,crops,crops,4166.08213535682,4844.28155274049,5382.53505860054,538.253505860053,0.0999999999999998
1967,Denmark,Geese,Sesameseed Cake,crops,crops,0.132212222413428,0.147079509498576,0.16342167722064,0.0163421677220639,0.0999999999999998
1988,Nigeria,"Cattle, non-dairy",Maize and products,crops,crops,754731.399432925,875558.468019635,1229034.43702464,353475.969005006,0.287604609241652
2004,"China, Taiwan",Pigs,DDGS,crops,crops,2719.57904267904,3001.74287271418,4184.52657800047,1182.7837052863,0.282656516391748
1996,Ireland,"Cattle, non-dairy",DDGS,crops,crops,1110.91316636196,1226.1734728057,1362.41496978411,136.24149697841,0.0999999999999997
2019,Botswana,"Chickens, layers",Cottonseed Cake,crops,crops,5.11162273030611,5.72730838129536,6.36367597921707,0.636367597921706,0.0999999999999999
2007,Botswana,"Chickens, layers","Oilcrops, Other",crops,crops,1372.12830808331,1491.57891992026,1657.30991102251,165.730991102251,0.1
2008,Finland,Turkeys,Cassava and products,crops,crops,3.59367945382559,8.63865253323458,9.59850281470509,0.959850281470507,0.0999999999999998
1989,Sweden,Sheep,Peas,crops,crops,12.5575315016672,13.706601602693,15.2295573363255,1.52295573363255,0.1
1995,Tanzania,"Chickens, layers",DDGS Barley,crops,crops,1800.86991801608,1959.5972992558,2177.33033250644,217.733033250644,0.1
1973,Italy,"Cattle, non-dairy",DDGS,crops,crops,3703.03254384717,4087.23238835229,4541.36932039143,454.136932039143,0.1
1983,"China, mainland","Cattle, non-dairy",Sugar beet,crops,crops,9749.16584429091,38996.6633771636,43329.6259746263,4332.96259746262,0.0999999999999998
1980,Papua New Guinea,Turkeys,Other crop residues,residues,residues,11.2192686666044,12.4704727676226,14.1096104290298,1.63913766140723,0.11617171640932
1982,"China, mainland",Geese,Sugar cane,crops,crops,2279.25068727519,7726.27351618709,8584.74835131899,858.474835131897,0.0999999999999998
2009,Denmark,"Cattle, non-dairy",Fodder vegetables and roots,residues,residues,2.9040386253433096e-11,2.90403862534331e-10,3.22670958371479e-10,3.2267095837147795e-11,0.1
2018,Pakistan,"Chickens, broilers",DDGS Barley,crops,crops,52.3713014475658,56.9872703455558,63.3191892728398,6.33191892728397,0.1
2014,Senegal,Goats,Soyabean Cake,crops,crops,55.0245279230854,62.5278726398698,69.4754140442997,6.94754140442998,0.1
1984,Yugoslav SFR,Turkeys,Soyabean Cake,crops,crops,3547.12519235217,4030.82408221837,4478.69342468708,447.869342468708,0.1
1983,Indonesia,Pigs,"Oilseed Cakes, Other",crops,crops,28549.7396004342,31760.1627148614,35289.0696831794,3528.90696831792,0.0999999999999996
1979,Peru,"Chickens, layers",Other crop residues,residues,residues,101028.167239491,112295.109936448,176869.36017309,64574.2502366426,0.365095741701378
1978,Denmark,"Cattle, dairy","Fish, Liver Oil",animals,animals,664.059411774546,677.611644667904,752.901827408782,75.2901827408782,0.1
1996,Kenya,"Cattle, dairy",Molasses,crops,crops,2355.5078239332,3130.24295539296,3478.0477282144,347.804772821441,0.1
1977,Colombia,Sheep,Straw,residues,residues_grazers,3704.4462703506,4231.23503181109,6028.50768677715,1797.27265496606,0.298128948049312
2017,Russian Federation,Goats,Demersal Fish,animals,animals,754.909243169671,3019.63697267868,4104.70364162409,1085.06666894541,0.26434714017894
2018,Thailand,"Chickens, layers",Millet and products,crops,crops,277.556500231661,315.22600821313,353.482106261645,38.2560980485158,0.108226406289994
2007,Sudan,Sheep,Sunflowerseed Cake,crops,crops,1506.48620014443,1655.47934081805,1839.42148979783,183.942148979783,0.0999999999999998
1982,Egypt,Rabbits and hares,DDGS,crops,crops,0.00718815625233069,0.00793394729837825,0.00881549699819806,8.815496998198e-4,0.1
2017,Italy,Goats,Rye and products,crops,crops,19.2168214755852,21.937010816878,24.3744564631978,2.43744564631978,0.0999999999999999
1962,DR Congo,"Chickens, layers",Palm kernels,crops,crops,4963.8359901034,7636.67075400524,8485.18972667248,848.51897266725,0.1
1969,Austria,Goats,Oats,crops,crops,1.6840166270918e-14,1.9416025677461105e-14,2.15733618638457e-14,2.1573361863845704e-15,0.1
2012,Belarus,Sheep,Barley and products,crops,crops,352.82944428693,398.677338177322,442.974820197024,44.2974820197024,0.1
1971,Republic of Korea,"Chickens, broilers",Sesameseed Cake,crops,crops,645.006609562216,717.537713427885,797.264126030983,79.7264126030981,0.0999999999999997
2003,Ukraine,Geese,Potatoes and products,crops,crops,5638.01672660871,24837.0780907873,27596.7534342081,2759.67534342081,0.1
1994,Cyprus,"Cattle, non-dairy",Molasses,crops,crops,0.118473429359061,0.157439773234632,0.174933081371814,0.0174933081371813,0.0999999999999999
1999,France,Pigs,Soy hulls,residues,residues,4222.4039760022,4589.56953913283,5142.38495464961,552.815415516778,0.107501756556933
2000,Croatia,Turkeys,Pelagic Fish,animals,animals,116.153986073587,464.615944294346,662.153301091847,197.5373567975,0.298325714712551
2001,Kazakhstan,"Chickens, layers",Millet and products,crops,crops,4108.71413681994,4666.34200660982,5184.82445178869,518.482445178868,0.1
1992,Pakistan,"Cattle, non-dairy",Fodder vegetables and roots,residues,residues,33.6903050638573,336.903050638573,374.336722931748,37.4336722931748,0.1
2020,Portugal,Pigs,Palmkernel Cake,crops,crops,21109.5065921247,23095.7402539657,25661.9336155175,2566.19336155175,0.1
1977,Malawi,"Chickens, layers","Oilseed Cakes, Other",crops,crops,240.422053930458,267.457555127978,338.936787275436,71.4792321474576,0.21089251692638
2010,Malaysia,Ducks,Sesameseed Cake,crops,crops,191.11497571878,212.605887515098,236.228763905664,23.6228763905665,0.1
2021,Croatia,"Chickens, layers",Molasses,crops,crops,1052.73939209758,1398.98922537885,1790.86506603704,391.875840658191,0.21881930028674
1980,Austria,Turkeys,DDGS,crops,crops,15.5984136620039,17.2167921214171,19.1297690237968,1.91297690237968,0.1
2005,Paraguay,"Chickens, broilers",Palmkernel Cake,crops,crops,231.364392416796,253.133908552293,288.103961131821,34.970052579528,0.121379978401365
2016,Guinea,Goats,Sugar cane,crops,crops,91.8271740550063,311.278556118665,345.865062354073,34.5865062354073,0.1
2015,Armenia,Ducks,DDGS,crops,crops,33.9155908928941,37.4344270340994,41.593807815666,4.1593807815666,0.1
2006,South Africa,Goats,Fodder legumes,residues,residues_grazers,122.60917154013,598.298596853878,664.776218726531,66.4776218726531,0.1
1997,Poland,Rabbits and hares,Straw,residues,residues_grazers,8.4114977141747,9.60765015896596,27.9389375370341,18.3312873780682,0.656119702253149
1984,Austria,"Cattle, non-dairy",Sunflowerseed Cake,crops,crops,299.163803524311,328.751432444298,365.279369382553,36.5279369382553,0.1
1992,Saint Lucia,Pigs,"Cereals, Other",crops,crops,1.41565639047414,1.62237385977363,1.8026376219707,0.180263762197071,0.1
1964,Turkey,Ducks,DDGS Barley,crops,crops,1.59512477116508,1.73571792292174,1.92857546991305,0.192857546991305,0.1
1997,Malaysia,"Cattle, non-dairy","Offals, Edible",animals,animals,8.02332140685964,26.7444046895321,35.8636859723989,9.11928128286674,0.254276185941541
1973,Burkina Faso,Horses,DDGS Barley,crops,crops,0.747106454396633,0.81295588073627,0.903284311929189,0.0903284311929188,0.0999999999999998
1991,Spain,"Chickens, layers",Rape and Mustard Cake,crops,crops,8440.3271638075,9462.2501836407,10513.6113151563,1051.36113151563,0.1
2016,Tajikistan,"Cattle, dairy",Rape and Mustardseed,crops,crops,175.285997276815,192.19955841756,213.5550649084,21.35550649084,0.1
1998,Slovenia,"Cattle, dairy",Grassland,grass,grass,294102.368534805,1470511.84267403,1470511.84267403,0,0
2012,Kazakhstan,"Chickens, layers",Barley and products,crops,crops,115315.487370028,130299.985728845,144777.761920939,14477.7761920939,0.1
