Year,area,area_code,ProcessedItem,Element,Value,item_code,Item,Product_fraction,value_proc_raw,item,Scaling,cf,value_proc
1999,France,68,Palm kernels,Production,27.5,2562,Palmkernel Oil,0.444842957103607,12.2331813203492,Palmkernel Oil,1.02181106227919,0.454545454545455,12.5
1969,Egypt,59,"Oilcrops, Other",Production,9120.44878938304,2570,"Oilseed Cakes, Other",0.602950751959192,5499.18145576381,"Oilseed Cakes, Other",1.0081500391643201,0.607864824201817,5544
1993,Niger,158,Sugar cane,Production,60950,2536,Sugar (Raw Equivalent),0.1030416683329,6280.38968489022,Sugar (Raw Equivalent),0.962519891805991,0.0991796554552912,6045
2003,Denmark,54,"Oilcrops, Other",Production,10393.2153289176,2570,"Oilcrops Oil, Other",0.487235117858011,5063.93949570885,"Oilcrops Oil, Other",0.786117832398557,0.383024214718995,3980.85313976408
2018,Latvia,119,Apples and products,Production,14666.6666666667,2617,"Alcohol, Non-Food",0.0184376847926153,270.419376958358,"Alcohol, Non-Food",1.78606739641968,0.0329309476735532,482.987232545447
2017,South Korea,117,Cottonseed,Production,154000,2559,Cottonseed Cake,0.51,78540,Cottonseed Cake,1.0595368242595,0.540363780372347,83216.0221773414
2007,Uruguay,234,Molasses,Production,3000,2544,"Sweeteners, Other",0.0522233799108704,156.670139732611,"Sweeteners, Other",0.888115733503277,0.0463804053555629,139.141216066689
1973,Sierra Leone,197,Barley and products,Production,1925,2513,DDGS Barley,0.28,539,DDGS Barley,1,0.28,539
1981,Brazil,21,Sugar cane,Production,83462697.885328,2536,"Sweeteners, Other",0.00949658002484445,792610.189557433,"Sweeteners, Other",0.00598907055672751,5.68756878164025e-5,4746.99834924063
2020,Brazil,21,"Lemons, Limes and products",Production,238206.953642384,2612,"Sweeteners, Other",0.0756827231640316,18028.1509282639,"Sweeteners, Other",0.612171945146818,0.0463308398533334,11036.3282211557
1976,Burundi,29,Rice and products,Production,737.614678899083,2807,"Alcohol, Non-Food",0.00887698205659932,6.54779226927143,"Alcohol, Non-Food",1,0.00887698205659932,6.54779226927143
2017,Croatia,98,Olives (including preserved),Production,7482.75862068966,2563,Olive Oil,0.203829448828531,1525.20656537211,Olive Oil,0.655648895502902,0.133640552995392,1000
2000,Italy,106,Groundnuts,Production,9857,2552,Groundnut Oil,0.295353998575976,2911.3043639634,Groundnut Oil,1.04764037651075,0.309424774272091,3050
1985,Bangladesh,16,Sugar cane,Production,6536072.65774379,2536,"Sweeteners, Other",0.0121726288545791,79561.1866292776,"Sweeteners, Other",5.09938174316942,0.062072881347418,405712.862562233
2011,Germany,79,Wheat and products,Production,90698.8487863977,2511,"Alcohol, Non-Food",0.0356553489262538,3233.89910068854,"Alcohol, Non-Food",0.361910156613473,0.0129040329140085,1170.38093000236
1968,Japan,110,Cottonseed,Production,230000,2559,Cottonseed Cake,0.482568889741182,110990.844640472,Cottonseed Cake,1.2163165388758,0.58695652173913,135000
1999,Angola,7,Groundnuts,Production,4290.37981360999,2552,Groundnut Oil,0.295844462139983,1269.28510833369,Groundnut Oil,0.900900824008865,0.26652651972037,1143.5
2014,Tanzania,215,Bananas,Production,406486.22754491,2615,"Beverages, Alcoholic",0.0186306759953947,7573.1132019795,"Beverages, Alcoholic",0.112689629372181,0.00209948397287422,853.411319924643
1983,Algeria,4,Sugar beet,Production,99764.5,2537,"Beverages, Alcoholic",0.0181267922878216,1808.41036919838,"Beverages, Alcoholic",0.116390763280284,0.00210979119020273,210.48226319498
1994,Spain,203,Sugar cane,Production,100000,2536,Molasses,0.0383738404140005,3837.38404140005,Molasses,1.26242757378292,0.0484441942505797,4844.41942505797
2011,Myanmar,28,Sesame seed,Production,788088.914549654,2561,Sesameseed Oil,0.431833608393816,340323.279705142,Sesameseed Oil,0.952035959105457,0.411121123541177,324000
1990,Finland,67,Rape and Mustardseed,Production,117982.5,2558,Rape and Mustard Cake,0.597770117661069,70526.4129069471,Rape and Mustard Cake,0.998221759738262,0.59670713877058,70401
1968,Colombia,44,Coconuts - Incl Copra,Production,2886,2560,Coconut Oil,0.117326533019317,338.604374293748,Coconut Oil,0.655632404227033,0.0769230769230769,222
2016,Thailand,216,Apples and products,Production,30594.0594059406,2617,"Beverages, Fermented",0.0144985585155125,443.569760524094,"Beverages, Fermented",0.00307288258658568,4.45523679929117e-5,1.36303779305047
1972,Romania,183,Sugar beet,Production,5536000,2537,"Beverages, Alcoholic",0.0161614506678075,89469.7908969825,"Beverages, Alcoholic",1.29831100372457,0.0209825892381662,116159.614022488
2001,Gabon,74,Barley and products,Production,16654.2167462946,2513,Beer,5.03148971072387,83795.5201991464,Beer,1.03645158826623,5.21489550202493,86850
1972,South Korea,117,Maize and products,Production,149631.408029099,2514,DDGS,0.11,16459.4548832009,DDGS,0.973623650964361,0.10709860160608,16025.3145562653
1977,Greece,84,Apples and products,Production,936.417249031514,2617,"Sweeteners, Other",0.0071637168656134,6.70822804013836,"Sweeteners, Other",1.39686406000519,0.0100067386256284,9.37048265558833
1991,Morocco,143,Sugar cane,Production,1025886,2536,"Alcohol, Non-Food",0.00821353267291022,8426.14817968118,"Alcohol, Non-Food",0.245256994511741,0.00201442633768195,2066.57177785919
2009,Albania,3,Groundnuts,Production,71,2552,Groundnut Oil,0.26106148872413,18.5353656994132,Groundnut Oil,0.539509182725031,0.140845070422535,10
1997,Denmark,54,Rape and Mustardseed,Production,347297.986247863,2558,Rape and Mustard Oil,0.376302053758191,130688.945491155,Rape and Mustard Oil,0.993580593308774,0.373886417836374,129850
1996,Belarus,57,Rape and Mustardseed,Production,9058.22494777276,2558,Rape and Mustard Oil,0.378266899528135,3426.4266662224,Rape and Mustard Oil,1.09603980059506,0.414595577130529,3755.5
2013,Turkey,223,Palm Oil,Production,88417.3228346457,2577,"Oilcrops Oil, Other",0.199106120477316,17604.4301325967,"Oilcrops Oil, Other",0.52239802485249,0.104012644073392,9196.51952992217
1972,Bulgaria,27,Sugar beet,Production,1950911,2537,Molasses,0.033551784661484,65456.5457657204,Molasses,1.19163025007728,0.0399813215467031,78000
1971,Mozambique,144,Groundnuts,Production,78542.4954779119,2552,Groundnut Oil,0.294388277469942,23121.9899519331,Groundnut Oil,0.994897067588974,0.292886033987414,23004
1977,Panama,166,Grapes and products (excl wine),Production,290.676142912025,2620,Wine,0.709724622051189,206.300015667534,Wine,0.705283514056939,0.500557075452996,145.5
1988,Iran,102,Sugar cane,Production,1299062.5,2536,"Alcohol, Non-Food",0.00486308594924311,6317.45259093863,"Alcohol, Non-Food",0.199984163717926,9.7254017664777e-4,1263.39047322651
1973,Afghanistan,2,Olives (including preserved),Production,590.141650535879,2563,Olive Oil,0.22028609551953,130,Olive Oil,0.3,0.0660858286558591,39
1992,Afghanistan,2,Sesame seed,Production,12473.5370853522,2561,Sesameseed Oil,0.437527477817039,5457.51522041145,Sesameseed Oil,0.902242101237561,0.394755710934815,4924
1999,Uzbekistan,235,Rape and Mustardseed,Production,1644.66292134831,2558,Rape and Mustard Oil,0.380845161355435,626.3619156562,Rape and Mustard Oil,1.20537341292379,0.459060631938514,755
1961,RoW,999,"Fruits, Other",Production,39.2276575729069,2625,"Beverages, Fermented",0.0181476495528499,0.711889782412313,"Beverages, Fermented",0.229213573608264,0.00415968760659915,0.163174801041936
1987,Austria,11,Sunflower seed,Production,36900,2557,Sunflowerseed Cake,0.474411088319003,17505.7691589712,Sunflowerseed Cake,0.942546417136102,0.447154471544715,16500
2008,Romania,183,Maize and products,Production,63360.9337081596,2514,DDGS,0.11,6969.70270789756,DDGS,0.99036422204751,0.108940064425226,6902.54420020939
2008,Viet Nam,237,Barley and products,Production,291244,2513,Beer,5.73139076356166,1669233.17154275,Beer,0.493070718957324,2.82598096441472,823050
1966,Barbados,14,Molasses,Production,10860,2544,"Alcohol, Non-Food",0.00747863956742731,81.2180257022606,"Alcohol, Non-Food",1.09480638737695,0.00818766236730943,88.9180133089805
2007,Bulgaria,27,"Fruits, Other",Production,1070.46686688248,2625,"Beverages, Alcoholic",0.0177855391465078,19.0388303659779,"Beverages, Alcoholic",107.396001854249,1.91009579515717,2044.6942612873
1976,Spain,203,Sugar beet,Production,10167000,2537,Sugarbeet pulp,0.84,8540280,Sugarbeet pulp,1,0.84,8540280
2017,India,100,"Oilcrops, Other",Production,2331418.87777294,2570,"Oilcrops Oil, Other",0.327224051106252,762896.330010456,"Oilcrops Oil, Other",1.55323457940469,0.508255711391119,1184956.96027317
1974,Barbados,14,Molasses,Production,9010,2544,"Alcohol, Non-Food",0.00769466489015896,69.3289306603322,"Alcohol, Non-Food",1.09480638737695,0.00842416827047121,75.9017561169456
1994,Croatia,98,Sugar beet,Production,640000,2537,"Alcohol, Non-Food",0.00541465582401508,3465.37972736965,"Alcohol, Non-Food",1.4827459824449,0.00802855916938023,5138.27786840335
1961,RoW,999,Maize and products,Production,3029.32607368747,2514,"Alcohol, Non-Food",0.0150208614576967,45.5030872630479,"Alcohol, Non-Food",0.0330162169601375,4.9593202081548e-4,1.50233980143286
1995,Indonesia,101,Rice and products,Production,1.08016673947924,2807,DDGS,0.28,0.302446687054188,DDGS,0.943375913462925,0.264145255769619,0.28532091967358
1995,Egypt,59,Wheat and products,Production,0.534867808446245,2511,Beer,4.89690356185909,2.61919607630418,Beer,0.998461434116454,4.8893693531038,2.61516627057886
1976,Belgium-Luxembourg,15,"Oilcrops, Other",Production,10941.1981767411,2570,"Oilcrops Oil, Other",0.400399362956463,4380.84877994756,"Oilcrops Oil, Other",2.90571993158565,1.16344840953679,12729.5196171563
1979,Italy,106,Apples and products,Production,27612.5629330511,2617,"Beverages, Alcoholic",0.0164620023356682,454.558075497671,"Beverages, Alcoholic",0.891950338423631,0.0146832885544298,405.443229273342
2006,Nigeria,159,Groundnuts,Production,2129398.88490553,2552,Groundnut Cake,0.379892534792785,808942.739971689,Groundnut Cake,0.935789348979748,0.355499387816006,757000
2016,France,68,Apples and products,Production,1033991.27484246,2617,"Beverages, Fermented",0.0144985585155125,14991.3830028328,"Beverages, Fermented",1.46173935748494,0.021193113608923,21913.4945583714
1967,Japan,110,Wheat and products,Production,152787.563719403,2511,Brans,0.21,32085.3883810747,Brans,0.974379042219743,0.204619598866146,31263.33
1979,USSR,228,Cottonseed,Production,4189681.4818835,2559,Cottonseed Oil,0.159802031691532,669519.61294537,Cottonseed Oil,0.990262252487737,0.158245919854973,663000
1978,Sri Lanka,38,Sugar cane,Production,236050,2536,"Sweeteners, Other",0.00756825797481512,1786.48729495511,"Sweeteners, Other",5,0.0378412898740756,8932.43647477554
1967,Germany,79,Maize and products,Production,263318.903822827,2514,Maize Germ Oil,0.0589575114779027,15524.6272944831,Maize Germ Oil,0.579724062245173,0.0341790880538361,9000
2001,Slovenia,198,Rape and Mustardseed,Production,10.2862068965517,2558,Rape and Mustard Cake,0.594363477513292,6.11374570145569,Rape and Mustard Cake,1.30852678384958,0.777740529668119,8
1998,Barbados,14,Sugar cane,Production,448850,2536,"Sweeteners, Other",0.0154500012966399,6934.73308199682,"Sweeteners, Other",1.58861149699342,0.0245440496884053,11016.5967026407
1991,South Africa,202,Sorghum and products,Production,138114.017856387,2518,DDGS,0.28,38671.9249997885,DDGS,0.950786384487536,0.26622018765651,36768.739751722
2013,Croatia,98,Soyabeans,Production,91617.1926090555,2555,Soyabean Cake,0.783733812226893,71803.4916290206,Soyabean Cake,0.979061023427823,0.767323228293851,70300
2006,Greece,84,Wheat and products,Production,4097.31417093745,2511,Beer,5.17853749742257,21218.0950729205,Beer,0.693852260053841,3.59313994636021,14722.2232203831
2016,Denmark,54,Rape and Mustardseed,Production,528678.955453149,2558,Rape and Mustard Cake,0.6,317207.373271889,Rape and Mustard Cake,0.99261580908031,0.595569485448186,314865.053466516
2017,Israel,105,Sunflower seed,Production,9000,2557,Sunflowerseed Oil,0.434855769230769,3913.70192307692,Sunflowerseed Oil,1.02205024261409,0.444444444444444,4000
1976,Thailand,216,Barley and products,Production,15199.5,2513,Beer,4.87746088820828,74134.9667703218,Beer,1.01166835661178,4.93437284121188,75000
2021,Germany,79,Apples and products,Production,87734.1772151899,2617,"Beverages, Fermented",0.015998392493367,1403.60580217123,"Beverages, Fermented",0.0876305910422363,0.00140194858991943,122.998806034577
2017,Peru,170,"Fruits, Other",Production,68800.5540166205,2625,"Alcohol, Non-Food",0.0166839307835862,1147.86368108568,"Alcohol, Non-Food",0.366930542516786,0.0061218437737338,421.186243236084
1992,Albania,3,Sugar beet,Production,46000,2537,Molasses,0.0382962122561878,1761.62576378464,Molasses,1.04448971956846,0.04,1840
2004,Mexico,138,Molasses,Production,326749.487810864,2544,"Sweeteners, Other",0.0533402290949698,17428.8925364956,"Sweeteners, Other",0.295085262712726,0.0157399155156461,5143.00933292366
2015,Finland,67,"Oranges, Mandarines",Production,4041.45077720207,2611,"Sweeteners, Other",0.0737832400892741,298.191333003284,"Sweeteners, Other",0.91733794154625,0.0676841655841075,273.542223604165
2001,Jordan,112,Maize and products,Production,18769.0792092345,2514,DDGS,0.11,2064.5987130158,DDGS,0.960862267080577,0.105694849378863,1983.795
2021,Canada,33,Sugar beet,Production,737288.13559322,2537,Sugarbeet pulp,0.84,619322.033898305,Sugarbeet pulp,0.949425287356322,0.79751724137931,588000
1968,Yugoslav SFR,248,Palm kernels,Production,121,2562,Palmkernel Cake,0.474199290939725,57.3781142037067,Palmkernel Cake,2.1436744951798,1.01652892561983,123
2008,Cambodia,115,Barley and products,Production,29032,2513,"Alcohol, Non-Food",0.0222152478824737,644.953076523976,"Alcohol, Non-Food",1.95738115315476,0.0434837075178152,1262.41899665721
1963,Nigeria,159,"Oilcrops, Other",Production,57663.9551840654,2570,"Oilseed Cakes, Other",0.604043467699356,34831.5354506431,"Oilseed Cakes, Other",0.0999094629328419,0.0603496584459341,3480
1988,Grenada,86,Sugar cane,Production,5496.54611946363,2536,Molasses,0.0384054136612564,211.097127426175,Molasses,0.00473715588739938,1.8193243143342e-4,1
2005,India,100,Rice and products,Production,490032.052899811,2807,Ricebran Oil,0.139071877918318,68149.6778369453,Ricebran Oil,9.97803689735653,1.38766432925364,680000
1974,Tunisia,222,Sunflower seed,Production,241.195887445887,2557,Sunflowerseed Cake,0.457549635399914,110.359090360824,Sunflowerseed Cake,0.761151616286052,0.348264644515738,84
1995,Ireland,104,Soyabeans,Production,15883.5,2555,Soyabean Cake,0.790828490622667,12561.1243308051,Soyabean Cake,0.99370085601246,0.785846948090786,12482
1966,Nigeria,159,Barley and products,Production,13516.5202264343,2513,Beer,4.41193623018649,59634.025293054,Beer,1.05812075723404,4.66836130475321,63100
2001,Estonia,63,Barley and products,Production,35288.0143377418,2513,DDGS Barley,0.28,9880.64401456771,DDGS Barley,0.992447454390859,0.277885287229441,9806.02
1978,Iran,102,"Oilcrops, Other",Production,7478.07522075657,2570,"Oilseed Cakes, Other",0.754079724605152,5639.06490304472,"Oilseed Cakes, Other",0.343851335875398,0.259291320662034,1939
1998,Egypt,59,Sugar beet,Production,1901095,2537,Molasses,0.0371220789831775,70572.5987445238,Molasses,1.142826440025,0.0424240933706716,80652.2317865168
1977,Guatemala,89,Barley and products,Production,14795.9954458695,2513,DDGS Barley,0.28,4142.87872484345,DDGS Barley,0.999966514867399,0.279990624162872,4142.74
1992,RoW,999,Sugar beet,Production,60169.5,2537,Molasses,0.0382962122561878,2304.26394334869,Molasses,0.923311100207727,0.0353593178720494,2127.55247670228
1969,Jamaica,109,Coconuts - Incl Copra,Production,102737.180881203,2560,Copra Cake,0.0733784740116323,7538.69755731974,Copra Cake,0.743895077015642,0.0545858855761735,5608
2011,Malta,134,Grapes and products (excl wine),Production,3452.24395857307,2620,Wine,0.712649553135308,2460.24011439117,Wine,0.904383270147036,0.644508333333333,2225
1997,Kazakhstan,108,Molasses,Production,86000,2544,"Alcohol, Non-Food",0.0278096772511913,2391.63224360245,"Alcohol, Non-Food",0.0270508840410944,7.5227635454223e-4,64.6957664906324
1990,Turkey,223,Maize and products,Production,61.4833962982952,2514,DDGS,0.11,6.76317359281247,DDGS,0.967740944422256,0.106451503886448,6.545
1973,Morocco,143,"Oilcrops, Other",Production,3147.31205335874,2570,"Oilseed Cakes, Other",0.676172510933443,2128.12589381067,"Oilseed Cakes, Other",0.910190513462322,0.615445804915619,1937
1967,Tunisia,222,Sugar beet,Production,39925,2537,"Beverages, Alcoholic",0.0144750278292044,577.915486080984,"Beverages, Alcoholic",0.340733096982544,0.00493212106115332,196.914933366546
2016,New Zealand,156,Apples and products,Production,88427.2727272727,2617,"Sweeteners, Other",0.073254586702539,6477.70331686907,"Sweeteners, Other",1.00289834232394,0.073466903571602,6496.4779185543
1998,Colombia,44,Maize and products,Production,17075.3371878012,2514,Maize Germ Oil,0.0545139308940122,930.843751447753,Maize Germ Oil,27.7269949546937,1.5115074868588,25809.5
2007,Hungary,97,Rape and Mustardseed,Production,26911.2606705879,2558,Rape and Mustard Oil,0.397043355627497,10684.9372408165,Rape and Mustard Oil,0.95470846202373,0.379060651407869,10201
1962,Turkey,223,Olives (including preserved),Production,257889,2563,Olive Oil,0.198564031286428,51207.4794644258,Olive Oil,1.21437338159166,0.241130874135772,62185
1973,Iraq,103,Sunflower seed,Production,1475.27484064492,2557,Sunflowerseed Cake,0.469949524267604,693.304709525046,Sunflowerseed Cake,1.01975363831631,0.47923273719691,707
1996,Nicaragua,157,Palm kernels,Production,1990.5,2562,Palmkernel Oil,0.450341837007703,896.405426563832,Palmkernel Oil,1.05476826888963,0.475006279829189,945.5
