Year,area,item_prod,item_cbs,item_cbs_crop,Name_biomass,Product_residue,Prod_ygpit_Mg,Area_ygpit_ha
1963,Peru,Pears,Firewood,"Fruits, Other",Pear,Residue,1690.0476767676764,NA
1980,Panama,Watermelons,"Vegetables, Other","Vegetables, Other",Watermelon,Product,1470,148
1984,RoW,Wheat,Wheat and products,Wheat and products,Wheat,Product,1083575,1119470
1995,Kyrgyzstan,"Walnuts, in shell",Nuts and products,Nuts and products,Walnut,Product,4156.86,1100
1980,Bangladesh,Other pulses n.e.c.,Straw,"Pulses, Other and products",Pulses nes,Residue,102736.84186638308,NA
2017,Egypt,"Forage and silage, clover",Fodder legumes,Fodder legumes,Clover,Product,55387418.3298705,1124258.98088213
1969,Thailand,"Pepper (Piper spp.), raw",Other crop residues,Pepper,"Spices, Other",Residue,7276.500000000001,NA
2000,Myanmar,Sweet potatoes,Other crop residues,Sweet potatoes,Sweet potato,Residue,25359.977025,NA
1961,Denmark,Vegetables and roots fodder,Fodder vegetables and roots,Fodder vegetables and roots,"Fodder, other",Product,1698410.79742803,27000
1980,Canada,"Beans, dry",Straw,Beans,Beans,Residue,0,NA
2016,Cameroon,Tea leaves,Tea (including mate),Tea (including mate),Tea,Product,1235.15560640732,2038
1999,Kuwait,"Other stimulant, spice and aromatic crops, n.e.c.","Spices, Other","Spices, Other","Spices, Other",Product,240,32
1977,Cyprus,Pomelos and grapefruits,Grapefruit and products,Grapefruit and products,Grapefruit,Product,47752,1391
1992,Sri Lanka,Coconuts,Firewood,Coconuts,Coconut,Residue,886383.7090909088,NA
1968,Trinidad and Tobago,Cabbages,"Vegetables, Other","Vegetables, Other","Cabbage, Broccoli",Product,3048,110
1985,Papua New Guinea,Sugar cane,Other crop residues,Sugar cane,Sugarcane,Residue,107836.07142857146,NA
1965,Uganda,"Coffee, green",Coffee and products,Coffee and products,Coffee,Product,152100,293300
1992,Tunisia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Spices, Other","Spices, Other","Spices, Other",Product,9800,12500
2018,Czech Republic,"Forage and silage, alfalfa",Other crop residues,Fodder legumes,Alfalfa,Residue,0,NA
1967,India,Sorghum,Sorghum and products,Sorghum and products,Sorghum,Product,10048200,18422496
1982,India,Green garlic,"Vegetables, Other","Vegetables, Other",Garlic,Product,245000,63400
1987,Iraq,"Seed cotton, unginned",Other crop residues,Seed cotton,Seed cotton,Residue,14135.44203821656,NA
1999,Armenia,"Forage and silage, grasses nes",Fodder cereal and grasses,Fodder cereal and grasses,Other true grasses for fodder,Product,20000,1036.42414774969
2005,Viet Nam,Natural rubber in primary forms,Rubber,Rubber,Rubber,Product,481600,334200
1976,Afghanistan,"Other fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,123464,17960
1981,Germany,Barley,Straw,Barley and products,Barley,Residue,11203448.670055982,NA
1970,Bulgaria,"Forage and silage, legumes",Fodder legumes,Fodder legumes,Other legumes for green fodder,Product,379041.498183915,16936.3979397136
2009,Denmark,Raspberries,"Fruits, Other","Fruits, Other",Raspberries,Product,65,20
1976,Greece,Maize (corn),Straw,Maize and products,Maize,Residue,379358.0581132076,NA
1977,Iraq,Sunflower seed,Other crop residues,Sunflower seed,Sunflower seed,Residue,10790.701111578948,NA
2016,Paraguay,Sunflower seed,Sunflower seed,Sunflower seed,Sunflower seed,Product,65360,40850
1983,Guyana,"Peas, dry",Peas,Peas,Pea,Product,1134,2100
1988,Peru,Pineapples,Firewood,Pineapples and products,Pineapple,Residue,194677.01415384613,NA
1966,Dominican Republic,Pomelos and grapefruits,Grapefruit and products,Grapefruit and products,Grapefruit,Product,1783,356.105409153953
2021,Nicaragua,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,6712.248672280896,NA
1994,Spain,Olives,Firewood,Olives (including preserved),Olive,Residue,2158593.0069701406,NA
2010,Ukraine,Maize (corn),Maize and products,Maize and products,Maize,Product,11953000,2647600
2014,Libya,Watermelons,"Vegetables, Other","Vegetables, Other",Watermelon,Product,226749.78,17755
1984,Belgium-Luxembourg,Mixed Grasses and Legumes,Other crop residues,Fodder mix,Cereal-legume mixture,Residue,0,NA
2016,Bangladesh,Tomatoes,Other crop residues,Tomatoes and products,Tomato,Residue,316952.181,NA
1978,Venezuela,Peaches and nectarines,"Fruits, Other","Fruits, Other",Peach,Product,7978,2216
1976,Gabon,"Other citrus fruit, n.e.c.","Citrus, Other","Citrus, Other",Citrus,Product,600,140
1996,Gabon,Tomatoes,Other crop residues,Tomatoes and products,Tomato,Residue,419.110692,NA
1964,Ecuador,Peaches and nectarines,Firewood,"Fruits, Other",Peach,Residue,1261.808983452238,NA
2013,Poland,"Chestnuts, in shell",Firewood,Nuts and products,Chestnut,Residue,520.7639246031746,NA
1968,Yugoslav SFR,"Peas, dry",Peas,Peas,Pea,Product,13300,14700
1979,Guatemala,Tea leaves,Tea (including mate),Tea (including mate),Tea,Product,110,125
2015,Chile,"Forage and silage, clover",Fodder legumes,Fodder legumes,Clover,Product,113043.047726247,2691.61262546171
1973,Libya,Forage products,Other crop residues,Fodder vegetables and roots,"Fodder, other",Residue,0,NA
1991,Denmark,Strawberries,Other crop residues,"Fruits, Other",Strawberry,Residue,6779.917143999999,NA
1988,"China, mainland","Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,35357172.56913072,NA
1979,Peru,Other pulses n.e.c.,Straw,"Pulses, Other and products",Pulses nes,Residue,1547.287085920971,NA
1982,Saint Vincent and the Grenadines,"Other stimulant, spice and aromatic crops, n.e.c.",Other crop residues,"Spices, Other","Spices, Other",Residue,387.2960000000001,NA
1984,Benin,Pineapples,Firewood,Pineapples and products,Pineapple,Residue,7961.261538461537,NA
2002,Ireland,Leeks and other alliaceous vegetables,"Vegetables, Other","Vegetables, Other",Leek,Product,1300,53
2021,Colombia,"Chick peas, dry","Pulses, Other and products","Pulses, Other and products",Chickpea,Product,91.2,94
1970,Sri Lanka,"Nutmeg, mace, cardamoms, raw","Spices, Other","Spices, Other","Spices, Other",Product,1000,7000
1973,Libya,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Other crop residues,"Vegetables, Other",Pepper,Residue,3689.4708134911057,NA
2002,Uganda,Millet,Straw,Millet and products,Millet,Residue,1892916.666666667,NA
1985,Denmark,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,1100039,30384
1993,United States of America,Mustard seed,Other crop residues,Rape and Mustardseed,Mustard,Residue,9840.383142407998,NA
1990,Bulgaria,Strawberries,"Fruits, Other","Fruits, Other",Strawberry,Product,18849,3083
2002,Australia,Carrots and turnips,Other crop residues,"Vegetables, Other",Carrot,Residue,201683.7245865177,NA
1964,Argentina,"Forage and silage, clover",Fodder legumes,Fodder legumes,Clover,Product,3673435.09515282,260511.13878465
1986,Yugoslav SFR,Apples,Firewood,Apples and products,Apple,Residue,187505.25354385763,NA
2008,Argentina,Pears,Firewood,"Fruits, Other",Pear,Residue,203256.1808561808,NA
1995,Brunei Darussalam,Spinach,"Vegetables, Other","Vegetables, Other",Spinach,Product,359,90
1969,United Kingdom,Wheat,Straw,Wheat and products,Wheat,Residue,3875874.230580487,NA
2007,Singapore,Lettuce and chicory,"Vegetables, Other","Vegetables, Other",Lettuce,Product,319,14
1980,Iran,Linum,Other crop residues,Linum,"Fibres, other",Residue,2593.753246753247,NA
2020,Guatemala,Green garlic,Other crop residues,"Vegetables, Other",Garlic,Residue,2390.5504,NA
1975,Angola,"Cassava, fresh",Other crop residues,Cassava and products,Cassava,Residue,912328.498125,NA
2006,Tajikistan,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,95234.21657991812,NA
1988,United States of America,Unmanufactured tobacco,Other crop residues,Tobacco,Tobacco,Residue,226116.8,NA
1975,Honduras,Plantains and cooking bananas,Plantains,Plantains,"Bananas, platains",Product,83008,7934
1970,Portugal,Plums and sloes,Firewood,"Fruits, Other",Plum,Residue,6016.1546529866955,NA
1993,El Salvador,Cantaloupes and other melons,"Vegetables, Other","Vegetables, Other",Melon,Product,18500,1850
1969,Hungary,Sunflower seed,Other crop residues,Sunflower seed,Sunflower seed,Residue,149909.841354,NA
1973,Somalia,"Mangoes, guavas and mangosteens","Fruits, Other","Fruits, Other",Fruits,Product,700,100
1972,Bangladesh,Sugar cane,Sugar cane,Sugar cane,Sugarcane,Product,5776860,140421
1984,Portugal,Sugar cane,Other crop residues,Sugar cane,Sugarcane,Residue,2997.357942857144,NA
2017,Turkey,Sunflower seed,Sunflower seed,Sunflower seed,Sunflower seed,Product,1964385,779439
2003,Guatemala,Lettuce and chicory,Other crop residues,"Vegetables, Other",Lettuce,Residue,4132.6833176,NA
2012,Barbados,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","Vegetables, Other","Vegetables, Other",Pepper,Product,239,17
2001,United Arab Emirates,Spinach,Other crop residues,"Vegetables, Other",Spinach,Residue,93.0808695652174,NA
1963,Uganda,Plantains and cooking bananas,Plantains,Plantains,"Bananas, platains",Product,4300000,705000
1993,Slovakia,Mushrooms and truffles,Other crop residues,"Vegetables, Other",Mushrooms,Residue,NA,NA
1979,Gambia,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,1477.079479660177,NA
1967,Morocco,Locust beans (carobs),"Vegetables, Other","Vegetables, Other",Carob,Product,15000,7381.88976377953
2017,Peru,Tea leaves,Firewood,Tea (including mate),Tea,Residue,1394.8741418764296,NA
1985,RoW,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Other crop residues,"Spices, Other","Spices, Other",Residue,4726.4000000000015,NA
2017,Latvia,"Forage and silage, legumes",Fodder legumes,Fodder legumes,Other legumes for green fodder,Product,1009480.02010874,19900
2011,Malaysia,Coconuts,Firewood,Coconuts,Coconut,Residue,271253.23636363633,NA
1980,Norway,Barley,Barley and products,Barley and products,Barley,Product,651000,186257
2001,Portugal,Pineapples,Pineapples and products,Pineapples and products,Pineapple,Product,1778,66
1993,Romania,Cantaloupes and other melons,Other crop residues,"Vegetables, Other",Melon,Residue,153025.14249000003,NA
2018,Malta,"Tangerines, mandarins, clementines",Firewood,"Oranges, Mandarines",Mandarin,Residue,17.13446650124069,NA
2018,Kazakhstan,Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,765453.39,30317
2011,RoW,"Cinnamon and cinnamon-tree flowers, raw","Spices, Other","Spices, Other","Spices, Other",Product,39,650
1964,Philippines,"Cashew nuts, in shell",Nuts and products,Nuts and products,Nuts nes,Product,5500,3800
1966,France,Apples,Firewood,Apples and products,Apple,Residue,901314.3473067846,NA
1991,Colombia,Soya beans,Other crop residues,Soyabeans,Soyabeans,Residue,373604.6556879001,NA
1965,Japan,"Jute, raw or retted",Jute,Jute,"Fibres, other",Product,332,218
1962,Romania,Sorghum,Sorghum and products,Sorghum and products,Sorghum,Product,9200,6600
2008,Italy,Unmanufactured tobacco,Other crop residues,Tobacco,Tobacco,Residue,32395.999999999996,NA
1993,Oman,Potatoes,Other crop residues,Potatoes and products,Potato,Residue,2968.3500000000004,NA
2006,Kyrgyzstan,Tomatoes,Other crop residues,Tomatoes and products,Tomato,Residue,148878.95399999997,NA
2001,Croatia,Barley,Straw,Barley and products,Barley,Residue,260144.46619031896,NA
2018,Honduras,Lettuce and chicory,"Vegetables, Other","Vegetables, Other",Lettuce,Product,1883.29,132
1973,Sudan,Sorghum,Straw,Sorghum and products,Sorghum,Residue,7834209.832073865,NA
2010,Benin,"Groundnuts, excluding shelled",Other crop residues,Groundnuts,"Groundnuts, with shell",Residue,352617.85124999995,NA
2014,Botswana,Oranges,"Oranges, Mandarines","Oranges, Mandarines",Orange,Product,673.79,50
1983,Chile,Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,360000,14000
1967,Tunisia,"Broad beans and horse beans, green","Vegetables, Other","Vegetables, Other","Pea, green, with pod",Product,19800,6600
1972,France,"Forage and silage, green oilseeds",Fodder vegetables and roots,Fodder vegetables and roots,"Fodder, other",Product,5854697.44039364,278431.791414815
1993,Saint Lucia,Other pulses n.e.c.,"Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,53.32,26
2011,Angola,Castor oil seeds,"Oilcrops, Other","Oilcrops, Other","Oilcrops, other",Product,4000,16000
1993,Australia,Strawberries,"Fruits, Other","Fruits, Other",Strawberry,Product,7603,586
2002,Saudi Arabia,Maize (corn),Maize and products,Maize and products,Maize,Product,29455,8085
1976,Chile,Maize (corn),Maize and products,Maize and products,Maize,Product,247950,96150
2010,Colombia,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,307701.35580067564,NA
2006,Somalia,Oranges,"Oranges, Mandarines","Oranges, Mandarines",Orange,Product,8700,1400
2012,Mexico,Sugar beet,Other crop residues,Sugar beet,Sugar beet,Residue,718.1999999999999,NA
1987,Lebanon,Oats,Straw,Oats,Oats,Residue,825.8115323076923,NA
1969,Bulgaria,Spinach,Other crop residues,"Vegetables, Other",Spinach,Residue,401.7531766304348,NA
2009,Tunisia,"Hazelnuts, in shell",Firewood,Nuts and products,Hazelnut,Residue,60.42479999999999,NA
2011,Malawi,"Broad beans and horse beans, green",Other crop residues,"Vegetables, Other","Pea, green, with pod",Residue,1696.1877684,NA
2013,Senegal,"Mangoes, guavas and mangosteens",Firewood,"Fruits, Other",Fruits,Residue,52702.16340217456,NA
1981,France,Cherries,Firewood,"Fruits, Other",Cherries,Residue,38817.98532427881,NA
2003,Philippines,"Agave fibres, raw, n.e.c.","Hard Fibres, Other","Hard Fibres, Other","Fibres, other",Product,4008.87,3981
2020,North Korea,"Pumpkins, squash and gourds",Other crop residues,"Vegetables, Other","Squash, pumpkin",Residue,7880.569090909091,NA
1992,Spain,Rape or colza seed,Rape and Mustardseed,Rape and Mustardseed,Rape,Product,12823,8487
2000,Pakistan,Cucumbers and gherkins,Other crop residues,"Vegetables, Other",Cucumber,Residue,984.375,NA
1988,Hungary,Quinces,"Fruits, Other","Fruits, Other",Quince,Product,3109,500
2000,El Salvador,Sorghum,Sorghum and products,Sorghum and products,Sorghum,Product,148942,93940
1972,Grenada,"Cassava, fresh",Other crop residues,Cassava and products,Cassava,Residue,175.57837124999998,NA
2009,Israel,Mixed Grasses and Legumes,Other crop residues,Fodder mix,Cereal-legume mixture,Residue,0,NA
2006,Ukraine,Hop cones,Hops,Hops,Hop,Product,670,1200
1972,United States of America,Hop cones,Hops,Hops,Hop,Product,23273,12019
1980,Argentina,"Other oil seeds, n.e.c.",Other crop residues,"Oilcrops, Other","Oilcrops, other",Residue,247.77383173590647,NA
2017,Tajikistan,Peaches and nectarines,Firewood,"Fruits, Other",Peach,Residue,6935.529137589179,NA
2021,Angola,Rice,Rice and products,Rice and products,Rice,Product,10514,8572
2021,Netherlands,Linum,Linum,Linum,"Fibres, other",Product,11330,1800
1978,Israel,"Onions and shallots, dry (excluding dehydrated)",Onions,Onions,Onion,Product,86900,3060
2019,Sri Lanka,Tomatoes,Other crop residues,Tomatoes and products,Tomato,Residue,67085.67599999999,NA
1997,Sudan,Sweet potatoes,Sweet potatoes,Sweet potatoes,Sweet potato,Product,62000,3000
2017,Congo,Okra,"Vegetables, Other","Vegetables, Other","Vegetables, other",Product,1565.44,520
1983,Viet Nam,Coconuts,Firewood,Coconuts,Coconut,Residue,248905.45363636356,NA
1962,South Korea,"Other fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,5558,602
1993,Turkey,Strawberries,"Fruits, Other","Fruits, Other",Strawberry,Product,60000,6270
1972,Madagascar,Coconuts,Coconuts,Coconuts,Coconut,Product,25931,15000
2000,Kenya,Wheat,Straw,Wheat and products,Wheat,Residue,575541.286095649,NA
1999,Bahamas,Lemons and limes,"Lemons, Limes and products","Lemons, Limes and products",Lemon,Product,7500,250
1998,Lithuania,Blueberries,"Fruits, Other","Fruits, Other",Blueberries,Product,8200,5200
1961,Rwanda,"Pyrethrum, dried flowers",Other crop residues,"Spices, Other","Spices, Other",Residue,1349.46,NA
1997,Panama,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Other crop residues,"Roots, Other","Roots, other",Residue,1399.88538393,NA
1992,Kenya,Pears,Firewood,"Fruits, Other",Pear,Residue,2563.6383473593073,NA
1987,Rwanda,Tea leaves,Firewood,Tea (including mate),Tea,Residue,37996.37415,NA
2002,Bulgaria,Green corn (maize),"Vegetables, Other","Vegetables, Other","Vegetables, other",Product,440,423
2012,France,Avocados,"Fruits, Other","Fruits, Other",Avocado,Product,980,328
2000,Mexico,Avocados,Firewood,"Fruits, Other",Avocado,Residue,296515.27887323947,NA
2014,Cambodia,Rice,Rice and products,Rice and products,Rice,Product,9324000,2859149
1961,Mauritania,Barley,Straw,Barley and products,Barley,Residue,523.3581080349006,NA
1967,Malaysia,Papayas,"Fruits, Other","Fruits, Other",Papaya,Product,3100,300
1966,Malaysia,Bananas,Bananas,Bananas,"Bananas, platains",Product,252000,18500
1964,Sudan,"Onions and shallots, dry (excluding dehydrated)",Other crop residues,Onions,Onion,Residue,5639.092278101905,NA
1995,Argentina,"Mangoes, guavas and mangosteens","Fruits, Other","Fruits, Other",Fruits,Product,2000,257
1993,Fiji,Unmanufactured tobacco,Tobacco,Tobacco,Tobacco,Product,367,250
2006,Czech Republic,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,692174,30026
1983,"China, mainland","Pistachios, in shell",Firewood,Nuts and products,Pistachios,Residue,25464,NA
2012,Sweden,Rape or colza seed,Rape and Mustardseed,Rape and Mustardseed,Rape,Product,317800,107250
1991,Tunisia,Dates,Firewood,Dates,Dates,Residue,15539.999999999998,NA
1982,Afghanistan,Oranges,Firewood,"Oranges, Mandarines",Orange,Residue,3888.768929760001,NA
2000,Madagascar,"Kenaf, and other textile bast fibres, raw or retted",Jute-Like Fibres,Jute-Like Fibres,"Fibres, other",Product,600,760
1992,Italy,"Walnuts, in shell",Nuts and products,Nuts and products,Walnut,Product,15785,5755
1989,Lebanon,"Walnuts, in shell",Nuts and products,Nuts and products,Walnut,Product,3000,290
2012,Argentina,Olives,Olives (including preserved),Olives (including preserved),Olive,Product,360922,128900
2017,Myanmar,Millet,Millet and products,Millet and products,Millet,Product,209397,215492
1995,Mongolia,"Other fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,206.65,280
2007,Malawi,"Seed cotton, unginned",Other crop residues,Seed cotton,Seed cotton,Residue,44625.49681528662,NA
1961,Togo,Cereals n.e.c.,Straw,"Cereals, Other",Cereals nes,Residue,5313,NA
1964,Canada,Unmanufactured tobacco,Other crop residues,Tobacco,Tobacco,Residue,28252.321999999996,NA
1970,Nepal,Maize (corn),Maize and products,Maize and products,Maize,Product,833318,445750
2008,Dominica,Sweet potatoes,Sweet potatoes,Sweet potatoes,Sweet potato,Product,2055.94,413
1990,Dominica,Watermelons,"Vegetables, Other","Vegetables, Other",Watermelon,Product,162,9.81036804255379
1992,Senegal,Watermelons,Other crop residues,"Vegetables, Other",Watermelon,Residue,7833.600000000001,NA
1994,French Polynesia,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,839.2,100
1966,Kenya,Millet,Millet and products,Millet and products,Millet,Product,136000,74000
1962,Switzerland,"Forage and silage, grasses nes",Other crop residues,Fodder cereal and grasses,Other true grasses for fodder,Residue,0,NA
1991,RoW,"Forage and silage, legumes",Fodder legumes,Fodder legumes,Other legumes for green fodder,Product,77700,2150.12829312815
1995,Ivory Coast,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,3044.9688408748702,NA
1977,Libya,"Broad beans and horse beans, dry","Pulses, Other and products","Pulses, Other and products",Fava bean,Product,5556,6206
2008,Venezuela,Cauliflowers and broccoli,Other crop residues,"Vegetables, Other",Cauliflower,Residue,4669.907999999999,NA
2016,Tanzania,Buckwheat,"Cereals, Other","Cereals, Other",Cereals nes,Product,21000,20715
1964,Saint Lucia,"Nutmeg, mace, cardamoms, raw","Spices, Other","Spices, Other","Spices, Other",Product,4,16
1962,Dominican Republic,Cocoa beans,Cocoa Beans and products,Cocoa Beans and products,Cocoa beans,Product,33230,75000
1965,Austria,"Peas, green",Other crop residues,"Vegetables, Other","Pea, green, with pod",Residue,12592.830308187498,NA
1966,Bolivia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","Vegetables, Other","Vegetables, Other",Pepper,Product,3500,1750
2013,Saint Lucia,Bananas,Bananas,Bananas,"Bananas, platains",Product,17763.87,391
1998,Georgia,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,30000,4000
1979,Ghana,Taro,Other crop residues,"Roots, Other","Roots, other",Residue,504235.8610274999,NA
1989,United States of America,"Mangoes, guavas and mangosteens","Fruits, Other","Fruits, Other",Fruits,Product,9979,1010
2008,Poland,Other berries and fruits of the genus vaccinium n.e.c.,"Fruits, Other","Fruits, Other",Berries nes,Product,46787,6373
1988,Israel,"Onions and shallots, green","Vegetables, Other","Vegetables, Other",Onion,Product,5475,170
1969,Sweden,"Forage and silage, clover",Other crop residues,Fodder legumes,Clover,Residue,0,NA
1966,India,Cabbages,"Vegetables, Other","Vegetables, Other","Cabbage, Broccoli",Product,350000,27000
1989,Malta,Other berries and fruits of the genus vaccinium n.e.c.,"Fruits, Other","Fruits, Other",Berries nes,Product,250,65
1994,Bangladesh,Other berries and fruits of the genus vaccinium n.e.c.,Firewood,"Fruits, Other",Berries nes,Residue,2065.5558902214275,NA
2015,Slovenia,Currants,"Fruits, Other","Fruits, Other",Berries nes,Product,4.93,1
2021,Argentina,Artichokes,"Vegetables, Other","Vegetables, Other",Artichoke,Product,35574.73,1798
2013,Poland,"Forage and silage, maize",Fodder cereal and grasses,Fodder cereal and grasses,"Maize, green",Product,19695621.8741617,461800
1967,Sri Lanka,Sesame seed,Sesame seed,Sesame seed,"Oilcrops, other",Product,7275,12929
1975,Portugal,"Forage and silage, maize",Other crop residues,Fodder cereal and grasses,"Maize, green",Residue,0,NA
1972,Myanmar,"Onions and shallots, dry (excluding dehydrated)",Onions,Onions,Onion,Product,105704,20043
1988,Tunisia,"Pistachios, in shell",Nuts and products,Nuts and products,Pistachios,Product,200,15785
1999,Thailand,"Cassava, fresh",Other crop residues,Cassava and products,Cassava,Residue,10706817.500300312,NA
2015,Sudan,Sorghum,Sorghum and products,Sorghum and products,Sorghum,Product,3405356,5926001
2003,Tunisia,Kiwi fruit,"Fruits, Other","Fruits, Other",Kiwifruit,Product,24.7,4
1993,Romania,Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,798859,48773
1991,Romania,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Spices, Other","Spices, Other","Spices, Other",Product,20867,26462
2000,Viet Nam,"Beans, dry",Beans,Beans,Beans,Product,144600,209400
1990,Lesotho,Barley,Barley and products,Barley and products,Barley,Product,100,260
2021,South Africa,Sugar cane,Sugar cane,Sugar cane,Sugarcane,Product,17991000,278940
2003,Kuwait,"Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,57380,1163
1987,Philippines,Sorghum,Sorghum and products,Sorghum and products,Sorghum,Product,200,140
2014,Germany,"Other beans, green",Other crop residues,"Vegetables, Other","Beans, green",Residue,52942.399999999994,NA
1971,Cyprus,"Cow peas, dry",Straw,"Pulses, Other and products",Pulses nes,Residue,303.3283303788322,NA
2011,Montenegro,Maize (corn),Maize and products,Maize and products,Maize,Product,2554,608
2019,DR Congo,Pomelos and grapefruits,Grapefruit and products,Grapefruit and products,Grapefruit,Product,9405.14,619
1962,Uruguay,"Onions and shallots, dry (excluding dehydrated)",Other crop residues,Onions,Onion,Residue,7023.234226216149,NA
1989,Benin,Other pulses n.e.c.,"Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,8643,13841
2013,Germany,Rye,Rye and products,Rye and products,Rye,Product,4689100,784600
1986,Yemen,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,216256,9025
2007,Kenya,Leeks and other alliaceous vegetables,Other crop residues,"Vegetables, Other",Leek,Residue,0,NA
2016,Canada,Kiwi fruit,Firewood,"Fruits, Other",Kiwifruit,Residue,9.786533006535947,NA
1967,Peru,"Broad beans and horse beans, dry","Pulses, Other and products","Pulses, Other and products",Fava bean,Product,22395,22525
1990,Guatemala,Natural rubber in primary forms,Firewood,Rubber,Rubber,Residue,52648.96,NA
2016,Paraguay,Unmanufactured tobacco,Other crop residues,Tobacco,Tobacco,Residue,2388.4,NA
2013,Saint Vincent and the Grenadines,Oranges,Firewood,"Oranges, Mandarines",Orange,Residue,288.53435520000005,NA
2017,Luxembourg,Maize (corn),Maize and products,Maize and products,Maize,Product,695,81
2017,Lithuania,"Forage and silage, grasses nes",Other crop residues,Fodder cereal and grasses,Other true grasses for fodder,Residue,0,NA
2001,Kazakhstan,Linum,Other crop residues,Linum,"Fibres, other",Residue,665.0649350649351,NA
2017,Greece,Sunflower seed,Other crop residues,Sunflower seed,Sunflower seed,Residue,233457.82043333337,NA
2003,Austria,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Other crop residues,"Vegetables, Other",Pepper,Residue,4818.841579585632,NA
2003,Canada,"Other beans, green","Vegetables, Other","Vegetables, Other","Beans, green",Product,65188,10564
1969,Afghanistan,Linum,Other crop residues,Linum,"Fibres, other",Residue,18330.852272727272,NA
1979,Angola,Sugar cane,Sugar cane,Sugar cane,Sugarcane,Product,420000,12000
1961,Cameroon,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,140272.0648375044,NA
2011,Nigeria,"Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,6136053.86,726854
2016,Chad,Taro,Other crop residues,"Roots, Other","Roots, other",Residue,12270.438364999998,NA
1972,Senegal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Pimento,Pimento,"Chili pepper and peppers, dry",Product,3000,500
1991,"China, mainland",Hop cones,Hops,Hops,Hop,Product,11000,6500
2011,Niger,Cereals n.e.c.,"Cereals, Other","Cereals, Other",Cereals nes,Product,493,1406
2012,Kazakhstan,"Groundnuts, excluding shelled",Other crop residues,Groundnuts,"Groundnuts, with shell",Residue,319.72499999999997,NA
2018,Madagascar,Sorghum,Straw,Sorghum and products,Sorghum,Residue,5916.155300284091,NA
2008,Afghanistan,"Almonds, in shell",Nuts and products,Nuts and products,Almonds,Product,42000,12000
1989,Bulgaria,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,22820.444035569028,NA
1980,Romania,Swedes for fodder,Other crop residues,Fodder vegetables and roots,Other roots and tubers for fodder,Residue,0,NA
2012,Spain,Hemp,Other crop residues,Hemp,"Fibres, other",Residue,0.6465909090909091,NA
2013,Jordan,Grapes,Firewood,Grapes and products (excl wine),Grapevine,Residue,17536.523563411727,NA
1993,Bolivia,Sugar cane,Other crop residues,Sugar cane,Sugarcane,Residue,1335577.086,NA
1975,Yemen,Wheat,Straw,Wheat and products,Wheat,Residue,155500.15630264828,NA
2012,Sierra Leone,"Groundnuts, excluding shelled",Groundnuts,Groundnuts,"Groundnuts, with shell",Product,84748,100890
2005,Somalia,Watermelons,"Vegetables, Other","Vegetables, Other",Watermelon,Product,7076.06,732
2006,Hungary,Grapes,Firewood,Grapes and products (excl wine),Grapevine,Residue,244317.10310712864,NA
1977,Jordan,Pears,Firewood,"Fruits, Other",Pear,Residue,14.77727368927369,NA
2006,Jordan,"Onions and shallots, dry (excluding dehydrated)",Other crop residues,Onions,Onion,Residue,14106.386954222393,NA
2019,Ukraine,Millet,Straw,Millet and products,Millet,Residue,246344.23611111112,NA
1995,Estonia,Currants,"Fruits, Other","Fruits, Other",Berries nes,Product,1315,1410
